Sample_name,Body_site,Biome
smpl700173295,Tongue dorsum,Oral
smpl700173297,Hard palate,Oral
smpl700173299,Buccal mucosa,Oral
smpl700173303,Palatine Tonsils,Oral
smpl700173305,Throat,Oral
smpl700173309,Subgingival plaque,Oral
smpl700173311,L_Retroauricular crease,Skin
smpl700173313,R_Retroauricular crease,Skin
smpl700173319,Anterior nares,Skin
smpl700173342,L_Retroauricular crease,Skin
smpl700173344,R_Retroauricular crease,Skin
smpl700173362,Tongue dorsum,Oral
smpl700173397,Stool,Stool
smpl700173399,Saliva,Oral
smpl700173403,Tongue dorsum,Oral
smpl700173405,Hard palate,Oral
smpl700173409,Attached/Keratinized gingiva,Oral
smpl700173411,Palatine Tonsils,Oral
smpl700173415,Supragingival plaque,Oral
smpl700173417,Subgingival plaque,Oral
smpl700173419,L_Retroauricular crease,Skin
smpl700173421,R_Retroauricular crease,Skin
smpl700173427,Anterior nares,Skin
smpl700173429,Vaginal introitus,Vaginal
smpl700173431,Mid vagina,Vaginal
smpl700173433,Posterior fornix,Vaginal
smpl700173456,Tongue dorsum,Oral
smpl700173458,Hard palate,Oral
smpl700173460,Buccal mucosa,Oral
smpl700173462,Attached/Keratinized gingiva,Oral
smpl700173464,Palatine Tonsils,Oral
smpl700173466,Throat,Oral
smpl700173468,Supragingival plaque,Oral
smpl700173470,Subgingival plaque,Oral
smpl700173472,L_Retroauricular crease,Skin
smpl700173474,R_Retroauricular crease,Skin
smpl700173476,L_Antecubital fossa,Skin
smpl700173478,R_Antecubital fossa,Skin
smpl700173480,Anterior nares,Skin
smpl700173482,Stool,Stool
smpl700173500,Stool,Stool
smpl700173502,Saliva,Oral
smpl700173506,Tongue dorsum,Oral
smpl700173508,Hard palate,Oral
smpl700173510,Buccal mucosa,Oral
smpl700173512,Attached/Keratinized gingiva,Oral
smpl700173514,Palatine Tonsils,Oral
smpl700173518,Supragingival plaque,Oral
smpl700173520,Subgingival plaque,Oral
smpl700173522,L_Retroauricular crease,Skin
smpl700173552,Tongue dorsum,Oral
smpl700173554,Hard palate,Oral
smpl700173556,Buccal mucosa,Oral
smpl700173558,Attached/Keratinized gingiva,Oral
smpl700173560,Palatine Tonsils,Oral
smpl700173562,Throat,Oral
smpl700173564,Supragingival plaque,Oral
smpl700173566,Subgingival plaque,Oral
smpl700173568,L_Retroauricular crease,Skin
smpl700173570,R_Retroauricular crease,Skin
smpl700173576,Anterior nares,Skin
smpl700173578,Stool,Stool
smpl700173596,Stool,Stool
smpl700173598,Saliva,Oral
smpl700173604,Hard palate,Oral
smpl700173606,Buccal mucosa,Oral
smpl700173608,Attached/Keratinized gingiva,Oral
smpl700173610,Palatine Tonsils,Oral
smpl700173612,Throat,Oral
smpl700173614,Supragingival plaque,Oral
smpl700173616,Subgingival plaque,Oral
smpl700173618,L_Retroauricular crease,Skin
smpl700173620,R_Retroauricular crease,Skin
smpl700173622,L_Antecubital fossa,Skin
smpl700173626,Anterior nares,Skin
smpl700173647,Stool,Stool
smpl700173649,Saliva,Oral
smpl700173655,Hard palate,Oral
smpl700173657,Buccal mucosa,Oral
smpl700173659,Attached/Keratinized gingiva,Oral
smpl700173661,Palatine Tonsils,Oral
smpl700173665,Supragingival plaque,Oral
smpl700173667,Subgingival plaque,Oral
smpl700173669,L_Retroauricular crease,Skin
smpl700173671,R_Retroauricular crease,Skin
smpl700173677,Anterior nares,Skin
smpl700173679,Vaginal introitus,Vaginal
smpl700173681,Mid vagina,Vaginal
smpl700173683,Posterior fornix,Vaginal
smpl700173759,Tongue dorsum,Oral
smpl700173767,Palatine Tonsils,Oral
smpl700173773,Subgingival plaque,Oral
smpl700173779,L_Antecubital fossa,Skin
smpl700173783,Anterior nares,Skin
smpl700173802,Saliva,Oral
smpl700173806,Tongue dorsum,Oral
smpl700173808,Hard palate,Oral
smpl700173812,Attached/Keratinized gingiva,Oral
smpl700173814,Palatine Tonsils,Oral
smpl700173818,Supragingival plaque,Oral
smpl700173820,Subgingival plaque,Oral
smpl700173822,L_Retroauricular crease,Skin
smpl700173824,R_Retroauricular crease,Skin
smpl700173830,Anterior nares,Skin
smpl700173848,Saliva,Oral
smpl700173852,Tongue dorsum,Oral
smpl700173854,Hard palate,Oral
smpl700173856,Buccal mucosa,Oral
smpl700173858,Attached/Keratinized gingiva,Oral
smpl700173860,Palatine Tonsils,Oral
smpl700173862,Throat,Oral
smpl700173864,Supragingival plaque,Oral
smpl700173866,Subgingival plaque,Oral
smpl700173868,L_Retroauricular crease,Skin
smpl700173870,R_Retroauricular crease,Skin
smpl700173872,L_Antecubital fossa,Skin
smpl700173878,Stool,Stool
smpl700173898,Saliva,Oral
smpl700173902,Tongue dorsum,Oral
smpl700173904,Hard palate,Oral
smpl700173906,Buccal mucosa,Oral
smpl700173908,Attached/Keratinized gingiva,Oral
smpl700173910,Palatine Tonsils,Oral
smpl700173912,Throat,Oral
smpl700173914,Supragingival plaque,Oral
smpl700173916,Subgingival plaque,Oral
smpl700173918,L_Retroauricular crease,Skin
smpl700173920,R_Retroauricular crease,Skin
smpl700173926,Anterior nares,Skin
smpl700173930,Mid vagina,Vaginal
smpl700173932,Posterior fornix,Vaginal
smpl700175001,Saliva,Oral
smpl700175005,Tongue dorsum,Oral
smpl700175007,Hard palate,Oral
smpl700175011,Attached/Keratinized gingiva,Oral
smpl700175013,Palatine Tonsils,Oral
smpl700175015,Throat,Oral
smpl700175017,Supragingival plaque,Oral
smpl700175019,Subgingival plaque,Oral
smpl700175037,Saliva,Oral
smpl700175041,Tongue dorsum,Oral
smpl700175043,Hard palate,Oral
smpl700175045,Buccal mucosa,Oral
smpl700175047,Attached/Keratinized gingiva,Oral
smpl700175049,Palatine Tonsils,Oral
smpl700175051,Throat,Oral
smpl700175053,Supragingival plaque,Oral
smpl700175055,Subgingival plaque,Oral
smpl700175059,R_Retroauricular crease,Skin
smpl700175067,Stool,Stool
smpl700175088,Saliva,Oral
smpl700175092,Tongue dorsum,Oral
smpl700175094,Hard palate,Oral
smpl700175096,Buccal mucosa,Oral
smpl700175098,Attached/Keratinized gingiva,Oral
smpl700175100,Palatine Tonsils,Oral
smpl700175102,Throat,Oral
smpl700175104,Supragingival plaque,Oral
smpl700175106,Subgingival plaque,Oral
smpl700175108,L_Retroauricular crease,Skin
smpl700175110,R_Retroauricular crease,Skin
smpl700175116,Anterior nares,Skin
smpl700175118,Vaginal introitus,Vaginal
smpl700175120,Mid vagina,Vaginal
smpl700175122,Posterior fornix,Vaginal
smpl700175124,Stool,Stool
smpl700175142,Stool,Stool
smpl700175152,Anterior nares,Skin
smpl700175154,Saliva,Oral
smpl700175158,Tongue dorsum,Oral
smpl700175162,Buccal mucosa,Oral
smpl700175164,Attached/Keratinized gingiva,Oral
smpl700175166,Palatine Tonsils,Oral
smpl700175168,Throat,Oral
smpl700175170,Supragingival plaque,Oral
smpl700175172,Subgingival plaque,Oral
smpl700175205,Mid vagina,Vaginal
smpl700175207,Posterior fornix,Vaginal
smpl700175209,Stool,Stool
smpl700175211,Saliva,Oral
smpl700175215,Tongue dorsum,Oral
smpl700175217,Hard palate,Oral
smpl700175219,Buccal mucosa,Oral
smpl700175221,Attached/Keratinized gingiva,Oral
smpl700175223,Palatine Tonsils,Oral
smpl700175225,Throat,Oral
smpl700175227,Supragingival plaque,Oral
smpl700175229,Subgingival plaque,Oral
smpl700175247,L_Retroauricular crease,Skin
smpl700175249,R_Retroauricular crease,Skin
smpl700175255,Anterior nares,Skin
smpl700175257,Stool,Stool
smpl700175259,Saliva,Oral
smpl700175263,Tongue dorsum,Oral
smpl700175265,Hard palate,Oral
smpl700175267,Buccal mucosa,Oral
smpl700175269,Attached/Keratinized gingiva,Oral
smpl700175271,Palatine Tonsils,Oral
smpl700175273,Throat,Oral
smpl700175275,Supragingival plaque,Oral
smpl700175277,Subgingival plaque,Oral
smpl700175345,R_Retroauricular crease,Skin
smpl700175353,Stool,Stool
smpl700175355,Saliva,Oral
smpl700175361,Hard palate,Oral
smpl700175363,Buccal mucosa,Oral
smpl700175367,Palatine Tonsils,Oral
smpl700175371,Supragingival plaque,Oral
smpl700175373,Subgingival plaque,Oral
smpl700176027,Stool,Stool
smpl700176035,Saliva,Oral
smpl700176039,Tongue dorsum,Oral
smpl700176041,Hard palate,Oral
smpl700176047,Palatine Tonsils,Oral
smpl700176055,L_Retroauricular crease,Skin
smpl700176057,R_Retroauricular crease,Skin
smpl700176063,Anterior nares,Skin
smpl700176093,Stool,Stool
smpl700176101,Saliva,Oral
smpl700176105,Tongue dorsum,Oral
smpl700176107,Hard palate,Oral
smpl700176111,Attached/Keratinized gingiva,Oral
smpl700176113,Palatine Tonsils,Oral
smpl700176115,Throat,Oral
smpl700176121,L_Retroauricular crease,Skin
